drainage	'dreInIdZ	дренаж; водоотвод; канализация	to have good drainage; drainage ditches	иметь хорошую дренажную систему; дренажные канавы
drama	'drã:mq	драма; драматургия; драматическое событие		
dramatic	drq'mxtIk	волнующий; яркий; драматический; театральный		
dramatize	'drxmqtaIz	инсценировать; драматизировать; преувеличивать		
drank	drxNk	drink 2.		
drape	dreIp	драпировать		
drapery	'dreIpqrI	драпировочные ткани		
drapes	dreIps	шторы		
drastic	'drxstIk	решительный; радикальный; коренной		
draught	drã:ft	сквозняк; тяга; глоток		
draw	drO:	игра вничью; ничья; жеребьёвка; лотерея; то; что привлекает; тащить; вытаскивать; выдёргивать; извлекать		
to draw into		втягивать	to be drawn into a conversation	оказаться втянутым в разговор
to draw on				затянуться сигаретой; обращаться к своему опыту/воображению
to draw up		составлять	to draw up a document/a plan	составлять документ/план
drawback	'drO:bxk	недостаток	the chief/only drawback of; a major drawback	главный/единственный недостаток чего-л.; крупный недостаток
drawer	drO:	выдвижной ящик	a desk/cupboard drawer	ящик письменного стола/буфета
drawing	'drO:IN	рисование; черчение; рисунок; чертёж	to do/to make a drawing; drawing paper; a drawing pin	
drawl	drO:l	протяжное произношение; растягивать слова	to speak in/with a soft drawl; aristocratic drawl	
drawn	drO:n	draw I 2.		
dread	dred	страх; бояться; страшиться		
dreadful	'dredfǔl	ужасный; страшный	dreadful news/pain/weather	ужасная новость/боль/погода
dream	dri:m	сон; мечта; видеть сон; мечтать		
dreamt	dremt	dream 2.		
dreary	'drIqrI	мрачный; сумрачный; скучный; тоскливый		
dredge	dredZ		to dredge a harbour/a river	углублять/расчищать дно гавани/реки
dredger	'dredZq	землечерпалка; драга		
drench	drentS	промачивать насквозь		промокнуть до костей; мокрый от пота; проливной дождь
dress	dres	платье; одежда; костюм; одевать		
to dress up		наряжаться в маскарадный костюм		
dressing	'dresIN	повязка; перевязка; приправа		
dressmaker	'dres.meIkq	портниха		
drew	dru:	draw I 2.		
dribble	'drIbl	сочиться; капать; вести мяч	water is dribbling from the pipe; the baby is dribbling	из трубы сочится вода; ребёнок обслюнявился
dried	draId	сухой	dried fruit; dried milk	сухофрукты; сухое молоко
drift	drIft	сугроб; куча; груда; смысл; значение; перемещение; движение; дрейф; перемещаться по ветру; течению		
